graph_nodes,stored_directed_entries,graph_components,surface_nodes,graph_symmetric,cross_component_finite_pairs,graph_sha256,nodes_sha256,pass
1347099,3020546,4225,1340762,True,0,06af2d74d785b5a6dc33293c212613f8e116ccfaee2b996f5fe6c1f609346e1a,d409ee1acd0a05bd97bfebf29f163d530ded76ba6a133f1095f2e1af35e785c0,True
