start_year,end_year,variable,mean_change,median_change,p05_change,p95_change,min_change,max_change,lsoas_increase,lsoas_no_change,lsoas_decrease
2001,2011,accessibility_A,0.0456382508337339,0.047957987467638,-0.011314444987827,0.100105938737462,-0.680108585276458,0.489490437678655,3088,14,309
2001,2011,accessibility_Astar,0.215668018369301,0.226630160735257,-0.0534675164997635,0.473060405254375,-3.21391964378496,2.3131349422105,3088,14,309
2011,2021,accessibility_A,0.00588662270510573,0.012052365580079,-0.070275282159808,0.05584084937321,-0.39721452421345,0.86448492934986,2156,8,1247
2011,2021,accessibility_Astar,0.027817811386397,0.056954632437328,-0.332092719744339,0.263881395723365,-1.87707608726535,4.08520809226982,2156,8,1247
2001,2021,accessibility_A,0.0515248735388396,0.053531960811776,-0.0540162954296285,0.141430485105829,-0.583746562911596,0.86448492934986,2797,8,606
2001,2021,accessibility_Astar,0.243485829755698,0.25297051698496,-0.25525928759627,0.668343591232405,-2.7585514815563,4.08520809226982,2797,8,606
