graph_nodes,stored_directed_entries,graph_components,surface_nodes,graph_symmetric,cross_component_finite_pairs,graph_sha256,nodes_sha256,pass
1086927,2436082,3622,1081859,True,0,bfdf9e87d9b9bfdc7e17a4276db2b78a5ce6e664f3a44fe20b6951bdef0dbbd2,3403cabd202aa035db80edf876dd1f7f055ab995fb604b8e70543075983aa0ed,True
