start_year,end_year,variable,mean_change,median_change,p05_change,p95_change,min_change,max_change,lsoas_increase,lsoas_no_change,lsoas_decrease
2001,2011,accessibility_A,0.0451915107941107,0.048171310075478,-0.011331896826149,0.094032505117866,-0.680108585276458,0.375088699565921,3113,14,284
2001,2011,accessibility_Astar,0.213872703339385,0.22797485917609,-0.05362917427596,0.445016900695277,-3.21867224931007,1.77513946222555,3113,14,284
2011,2021,accessibility_A,0.00546414673512544,0.011170476174071,-0.069823096444875,0.053202058925838,-0.39721452421345,0.86448492934986,2152,8,1251
2011,2021,accessibility_Astar,0.0258595433777055,0.052865237186275,-0.330443796407406,0.2517833098683,-1.87985182629188,4.09124912151213,2152,8,1251
2001,2021,accessibility_A,0.0506556575292362,0.055053794291241,-0.0552400827348175,0.139061209447099,-0.583746562911596,0.86448492934986,2802,8,601
2001,2021,accessibility_Astar,0.23973224671709,0.260546806407991,-0.2614284324552,0.658119108466965,-2.76263070831541,4.09124912151213,2802,8,601
